video,Time(s)-sc,Time(s),Flight Code,Aircraft & origin-destination,flight time,Labeled Time(MM:SS),Labels,Labeled Time(s),,,video lengths(SS),video lengths(MM:SS),video lengths(s)
32,52052,1655977411, ZL1959 , Boeing 737 Sydney - Melbourne , Flight Time: 1:00,00:00 , REX Boeing 737-800 Landing from Sydney,0,,,,,
https://youtu.be/yoIyYDzgPMo,52081,1655977440, L524 , Alrous ASSO Gaungzhou - Melbourne , Flight Time: 9:15,00:31 , China Southern Airlines Airbus A350-900 Landing from Guangzhou ,31,,,,,
,52131,1655977490, VAG84 , Boeing 737 Perth - Melbourne , Flight Time: 3:30,01:21 , Virgin Australia Boeing 737-800 Landing from Perth,81,,,,,
,52161,1655977520, JQ443 , Airbus A320 Gold Coast - Melbourne , Flight Time: 1:45,01:51 , Jetstar Airbus A320-200 Landing from Gold Coast,111,,,,,
,52192,1655977551, MU737 , Boeing 787 Shanghai - Melbourne , Flight Time: 10:20,02:22 , Shanghai Airlines Boeing 787-9 Landing from Shanghai ,142,,,,,
,52231,1655977590, K9352 , Boeing 777F Melbourne - Hong Kong , Flight Time: 7:00,03:02 , Emirates Boeing 777-200F Takeoff to Singapore ,182,,,,,
,52261,1655977620, QF1531 , Boeing 717 Melbourne - Hobart , Flight Time: 1:00,03:32 , QantasLink Boeing 717-200 Takeoff to Hobart ,212,,,,,
,52284,1655977643, JQs74 , Airbus A320 Melbourne - Brisbane , Flight Time: 2:00,03:55 , Jetstar Airbus A320-200 Takeoff to Brisbane ,235,,,,,
,52311,1655977670, UAG8 , Boeing 787 Los Angeles - Melbourne , Flight Time: 13:45,04:22 , United Airlines Boeing 787-9 Landing from Los Angeles ,262,,,,,
,52346,1655977705, EK2665 , Boeing 777 Auckland - Melbourne , Flight Time: 3:30,04:56 , Emirates Boeing 777-300ER Landing from Auckland  ,296,,,,,
,52389,1655977748, QF1s08 , Dash 8 Q400 Hobart - Melbourne , Flight Time: 0:45,05:40 , QantasLink Boeing 717-200 Landing from Hobart ,340,,,,,
,52417,1655977776, QF1S35 , Boeing 717 Melbourne ~ Hobart , Flight Time: 0:50,06:07 , QantasLink Boeing 717-200 Takeoff to Hobart ,367,,,,,
,52433,1655977792, GA716 , Airbus A330 Jakarta - Melbourne , Flight Time: 6:05,06:23 , Garuda Indonesia Airbus A330-300 Landing from Jakarta  ,383,,,,,
,52498,1655977857, QF674 , Boeing 737 Melbourne - Adelaide , Flight Time: 0:50,07:28 , Qantas Boeing 737-800 Takeoff to Adelaide  ,448,,,,,
,52526,1655977885, NZ123, Boeing 787 Auckland - Melbourne , Flight Time: 3:00,07:56 , Air New Zealand Boeing 787-9 Landing from Auckland ,476,,,,,
,52585,1655977944, QF454 , Boeing 737 Melbourne - Sydney , Flight Time: 1:00,08:56 , Qantas Boeing 737-800 Takeoff to Sydney,536,,,,,
,52636,1655977995, CZ344 , Airbus A550 Melbourne - Guangzhou , Flight Time: 4:45,09:47 , China Southern Airlines Airbus A350-900 Takeoff to Guangzhou  ,587,,,,,
,52678,1655978037, VN781 , Airbus A350 Ho Chi Minh City - Melbourne , Flight Time: 8:20,10:28 , Vietnam Airlines Airbus A350-900 Landing from Ho Chi Minh City  ,628,,,,,
,52741,1655978100, Q711 , Airbus A320 Melbourne - Hobart , Flight Time: 0:50,11:31 , Jetstar Airbus A320-200 Takeoff to Hobart ,691,,,,,
,52791,1655978150, NZ123, Boeing 787 Auckland - Melbourne , Flight Time: 3:00,12:21 , Air New Zealand Boeing 787-9 Landing from Auckland    ,741,,,,,
,52838,1655978197, QFLS562 , Boeing 717 Melbourne - Hobart , Flight Time: 0:45,13:09 , QantasLink Boeing 717-200 Takeoff to Hobart ,789,,,,,
,52876,1655978235, NZ124 , Boeing 787 Melbourne - Auckland , Flight Time: 3:30,13:46 , Air New Zealand Boeing 787-9 Takeoff to Auckland ,826,,,,,
,52928,1655978287, CX28 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,14:38 , Cathay Pacific Cargo Boeing 747-8F Landing from Sydney ,878,,,,,
,53066,1655978425, QR8892 , Boeing 777F Singapore - Melbourne , Flight Time: 7:00,16:56 , Qatar Airways Cargo Boeing 777-200F Landing from Singapore ,1016,,,,,
,53146,1655978505, MU738 , Boeing 787 Melbourne - Shanghai , Flight Time: 10:35,18:17 , Shanghai Airlines Boeing 787-9 Takeoff to Shanghai  ,1097,,,,,
,53224,1655978583, QF880 , Boeing 737 Melbourne - Gold Coast , Flight Time: 1:45,19:35 , Qantas Boeing 737-800 Takeoff to Gold Coast,1175,,,,,
,53277,1655978636, VA8S8 , Boeing 737 Sydney - Melbourne , Flight Time: 1:00,20:27 , Virgin Australia Boeing 737-800 Landing from Sydney,1227,,,,,
,53308,1655978667, CX104 , Airbus ASSO Hong Kong - Melbourne , Flight Time: 9:00,20:59 , Cathay Pacific Airbus A350-1000 Landing from Hong Kong,1259,,,,,
,53361,1655978720, Q77S , Airbus A520 Adelaide - Melbourne , Flight Time: 0:50,21:51 , Jetstar Airbus A320-200 Landing from Adelaide ,1311,,,,,
,53408,1655978767, QF1iS41 , Boeing 717 Melbourne - Launceston , Flight Time: 0:45,22:38 , QantasLink Boeing 717-200 Takeoff to Launceston,1358,,,,,
,53471,1655978830, UA@4 , Boeing 787 Melbourne - Los Angeles , Flight Time: 14:30,23:42 , United Airlines Boeing 787-9 Takeoff to Los Angeles ,1422,,,,,
,53533,1655978892, YQ792 , Airbus A320 Melbourne - Sunshine Coast , Flight Time: 1:55,24:43 , Jetstar Airbus A320-200 Takeoff to Sunshine Coast,1483,,,,,
,53592,1655978951, QF838 , Boeing 737 Melbourne - Darwin , Flight Time: 3:45,25:43 , Qantas Boeing 737-800 Takeoff to Darwin,1543,,,,,
,53642,1655979001, VAI295 , Boeing 737 Melbourne - Cairns , Flight Time: 2:55,26:32 , Virgin Australia Boeing 737-800 Takeoff to Cairns  ,1592,,,,,
33,53720,1655979079, K4254 , Boeing 777F Los Angeles - Sydney , Flight Time: 14:10,00:00 , DHL Boeing 777-200F Landing from Los Angeles ,0,,,,,
https://youtu.be/JQRessxoZWE,53755,1655979114, QF7S24 , Boeing 767F Christchurch - Sydney , Flight Time: 3:00,00:36 , Qantas Freight Boeing 767-300F Landing from Christchurch ,36,,,,,
,53789,1655979148, UA870, Boeing 787 Sydney - San Francisco , Flight Time: 13:00,01:10 , United Airlines Boeing 787-9 Takeoff to San Francisco ,70,,,,,
,53815,1655979174, FJL9124 , Airbus ASO Nadi - Sydney , Flight Time: 4:00,01:37 , Fiji Airways Airbus A350-900 Takeoff to Nadi ,97,,,,,
,53848,1655979207, TG476 , Boeing 777 Sydney - Bangkok , Flight Time: 9:00,02:10 , Thai Airways Boeing 777-300ER Takeoff to Bangkok,130,,,,,
,53876,1655979235, Y1tqL0 , Alrous A550 Sydney - Nadi , Flight Time: 3:30,02:39 , Fiji Airways Airbus A350-900 Landing from Nadi,159,,,,,
,53921,1655979280, 8C2203 , Boeing 767 Guam - Sydney , Flight Time: 6:10,03:23 , ATI Boeing 767-300F Landing from Guam ,203,,,,,
,53960,1655979319, CIst , Airbus A550 Taipei - Sydney , Flight Time: 9:15,04:01 , China Airlines Airbus A330-300 Landing from Taipei ,241,,,,,
,53992,1655979351, ASY46@ , Alrous A340 Darwin - Sydney , Flight Time: 2:15,04:34 , HiFly Airbus A340-300 Landing from Darwin,274,,,,,
,54026,1655979385, F7S81 , Boeing 747F Sydney - Bangkok , Flight Time: 9:00,05:16 , Atlas Air Boeing 747-8F Takeoff to Bangkok  ,316,,,,,
,54072,1655979431, C7219 , Boeing 777 Sydney - Auckland , Flight Time: 3:00,05:53 , Air Canada Boeing 777-300ER Landing from Auckland  ,353,,,,,
,54108,1655979467, EK9242 , Boeing 777 Dubai - Sydney , Flight Time: 13:05,06:30 , Emirates Boeing 777-300ER Landing from Dubai  ,390,,,,,
,54140,1655979499, 5X34 , Boeing 747F Honolulu - Sydney , Flight Time: 7:30,07:02 , UPS Boeing 747-8F Landing from Honolulu ,422,,,,,
,54171,1655979530, MU73S , Boeing 787 Shanghai - Sydney , Flight Time: 9:50,07:35 , Shanghai Airlines Boeing 787-9 Landing from Shanghai ,455,,,,,
,54206,1655979565, QRIOG , Boeing 777 Doha - Sydney , Flight Time: 14:15,08:08 , Qatar Airways Boeing 777-300ER Landing from Doha ,488,,,,,
,54302,1655979661, QF1I27 , Boeing 7387 Sydney - Hong Kong , Flight Time: 9:35,09:45 , Qantas Boeing 787-9 Takeoff to Hong Kong,585,,,,,
,54366,1655979725, MF802 , Boeing 787 Sydney - Xiamen , Flight Time: 9:15,10:48 , Xiamen Air Boeing 787-9 Takeoff to Xiamen ,648,,,,,
,54422,1655979781, CX22 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,11:44 , Cathay Pacific Boeing 747-8F Takeoff to Melbourne ,704,,,,,
,54457,1655979816, SND2 , Airbus A319 Sydney - Melbourne , Flight Time: 1:00,12:18 , SkyTraders Airbus A319-200 Takeoff to Melbourne,738,,,,,
,54487,1655979846, 8C2204 , Boeing 767F Sydney - Guam , Flight Time: 6:10,12:49 , ATI Boeing 767-300ER Takeoff to Guam ,769,,,,,
,54524,1655979883, CX101 , Airbus ASSO Hong Kong - Sydney , Flight Time: 8:05,13:27 , Cathay Pacific Airbus A350-1000 Landing from Hong Kong   ,807,,,,,
,54570,1655979929, NZ103 , Boeing 787 Auckland - Sydney , Flight Time: 3:00,14:13 , Air New Zealand Boeing 787-9 Landing from Auckland ,853,,,,,
,54604,1655979963, SQ241 , Airbus AZSO Singapore - Sydney , Flight Time: 7:00,14:52 , Singapore Airlines Airbus A350-900 Landing from Sydney ,892,,,,,
,54681,1655980040, AA74 , Boeing 777 Sydney - Los Angeles , Flight Time: 13:15,16:08 , American Airlines Airbus A350-900 Takeoff to Los Angeles ,968,,,,,
,54750,1655980109, DL40 , Airbus A350 Sydney - Los Angeles , Flight Time: 14:00,17:18 , Delta Airlines Airbus A350-900 Takeoff to Los Angeles ,1038,,,,,
,54887,1655980246, CZ326 , Alrous A380 Sydney - Guangzhou , Flight Time: 8:15,19:29 , China Southern Airlines Airbus A380-800 Takeoff to Guangzhou ,1169,,,,,
34,54974,1655980333, QFa4 , Airbus A380 Los Angeles - Melbourne , Flight Time: 13:50,00:00 , Qantas Airbus A380-800 Landing from Los Angeles ,0,,,,,
https://youtu.be/ZZuXyjHshtI,55014,1655980373, QF409 , Airbus A330 Sydney - Melbourne , Flight Time: 1:00,00:46 , Qantas Airbus A330-200 Landing from Sydney,46,,,,,
,55054,1655980413, MH124 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,01:24 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur  ,84,,,,,
,55092,1655980451, cis7 , Airbus Aso Taipei - Melbourne , Flight Time: 10:35,02:01 , China Airlines Airbus A350-900 Landing from Taipei ,121,,,,,
,55129,1655980488, EY460 , Boeing 787 Abu Dhabi - Melbourne , Flight Time: 13:30,02:38 , Etihad Airways Boeing 787-9 Landing from Abu Dhabi ,158,,,,,
,55167,1655980526, QF417 , Airbus A330 Sydney - Melbourne , Flight Time: 1:00,03:15 , Qantas Airbus A330-200 Landing from Sydney    ,195,,,,,
,55208,1655980567, BIS , Boeing 787 Brunei - Melbourne , Flight Time: 6:00,03:57 , Royal Brunei Airlines Boeing 787-8 Landing from Brunei  ,237,,,,,
,55254,1655980613, QRI04 , Airbus A350 Doha - Melbourne , Flight Time: 13:45,04:45 , Qatar Airways Airbus A350-1000 Landing from Doha  ,285,,,,,
,55300,1655980659, QF3O , Boeing 787 Hong Kong - Melbourne , Flight Time: 7:00,05:30 , Qantas Boeing 787-9 Landing from Hong Kong   ,330,,,,,
,55340,1655980699, TG46S , Boeing 777 Bangkok - Melbourne , Flight Time: 8:15,06:12 , Thai Airways Boeing 777-300ER Landing from Bangkok ,372,,,,,
,55382,1655980741, ULeo4 , Airbus A330 Colombo - Melbourne , Flight Time: 10:15,06:52 , SriLankan Airlines Airbus A330-300 Landing from Colombo ,412,,,,,
,55428,1655980787, D7214 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:45,07:37 , AirAsia X Airbus A330-300 Landing from Kuala Lumpur   ,457,,,,,
,55456,1655980815, C€Z321 , Airbus A330 Guangzhou - Melbourne , Flight Time: 9:45,08:05 , China Southern Airlines Airbus A330-300 Landing from Guangzhou ,485,,,,,
,55487,1655980846, QFa4 , Airbus A380 Los Angeles - Melbourne , Flight Time: 13:50,08:36 , Qantas Airbus A380-800 Landing from Los Angeles ,516,,,,,
,55521,1655980880, Cls7 , Ailrous A330 Taipei - Melbourne , Flight Time: 10:10,09:10 , China Airlines Airbus A330-300 Landing from Taipei ,550,,,,,
,55555,1655980914, SQ7295 , Boeing 747F Auckland - Melbourne , Flight Time: 3:30,09:45 , Singapore Airlines Cargo Boeing 747-400F Landing from Auckland  ,585,,,,,
,55584,1655980943, TR2S , Boeing 787 Singapore - Melbourne , Flight Time: 7:00,10:15 , FlyScoot Boeing 787-9 Landing from Singapore   ,615,,,,,
,55619,1655980978, MU737 , Airbus A330 Shanghai - Melbourne , Flight Time: 10:20,10:48 , Shanghai Airlines Airbus A330-200 Landing from Shanghai  ,648,,,,,
,55662,1655981021, CZ321 , Boeing 787 Guangzhou - Melbourne , Flight Time: 9:15,11:38 , China Southern Airlines Boeing 787-9 Landing from Guangzhou  ,698,,,,,
,55706,1655981065, VA28S4 , Boeing 777 San Francisco - Melbourne , Flight Time: 13:55,12:16 , United Airlines Boeing 777-300ER Landing from San Francisco    ,736,,,,,
,55747,1655981106, GA716 , Airbus A330 Jakarta - Melbourne , Flight Time: 6:05,12:55 , Garuda Indonesia Airbus A330-200 Landing from Jakarta   ,775,,,,,
,55779,1655981138, EK406@ , Airbus A580 Dubai - Melbourne , Flight Time: 13:00,13:28 , Emirates Airbus A380-800 Landing from Dubai ,808,,,,,
,55812,1655981171, SQ227 , Boeing 777 Singapore - Melbourne , Flight Time: 7:00,14:00 , Singapore Airlines Boeing 777-300ER Landing from Singapore ,840,,,,,
,55853,1655981212, CX104 , Boeing 777 Hong Kong - Melbourne , Flight Time: 9:00,14:47 , Cathay Pacific Boeing 777-300ER Landing from Hong Kong,887,,,,,
,55897,1655981256, GA722 , Airbus A330 Denpasar - Melbourne , Flight Time: 5:00,15:27 , Garuda Indonesia Airbus A330-300 Landing from Jakarta ,927,,,,,
,55938,1655981297, 5J49 , Airbus A330 Manila - Melbourne , Flight Time: 8:45,16:07 , Cebu Pacific Airbus A330-300 Landing from Manila ,967,,,,,
,55963,1655981322, D7214 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:45,16:33 , AirAsia X Airbus A330-300 Landing from Kuala Lumpur ,993,,,,,
,55990,1655981349, MH14@ , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,16:57 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur ,1017,,,,,
,56019,1655981378, CX104 , Airbus ASSO Hong Kong - Melbourne , Flight Time: 9:00,17:28 , Cathay Pacific Airbus A350-900 Landing from Hong Kong,1048,,,,,
,56085,1655981444, SQ7295 , Boeing 747F Auckland - Melbourne , Flight Time: 3:30,18:37 , Singapore Airlines Boeing 747-400F Landing from Auckland ,1117,,,,,
35,56178,1655981537, QF772 , Airbus A330 Melbourne - Perth , Flight Time: 4:05,00:00 , Qantas Airbus A330-200 Landing from Melbourne,0,,,,,
https://youtu.be/kTj5smEONDE,56204,1655981563, QF2e65 , Boeing 717 Broome - Perth , Flight Time: 2:15,00:29 , Qantas Boeing 717-200 Landing from Broome,29,,,,,
,56229,1655981588, GA724 , Boeing 737 Jakarta - Perth , Flight Time: 4:45,00:55 , Garuda Indonesia Boeing 737-800 Landing from Jakarta   ,55,,,,,
,56255,1655981614, VA9218 , Fokker 100 Boolgeeda - Perth , Flight Time: 1:40,01:20 , Virgin Australia Fokker 100 Landing from Boolgeeda ,80,,,,,
,56275,1655981634, NZ175 , Boeing 787 Auckland - Perth , Flight Time: 7:30,01:40 , Air New Zealand Boeing 787-9 Landing from Auckland ,100,,,,,
,56370,1655981729, QFG645 , Boeing 747 Sydney - Perth , Flight Time: 4:45,03:16 , Qantas Boeing 747-400ER Landing from Sydney,196,,,,,
,56407,1655981766, QF1LO , Boeing 787 London - Perth , Flight Time: 16:45,03:54 , Qantas Boeing 787-9 Landing from London,234,,,,,
,56562,1655981921, SQ226 , Boeing 777 Perth ~ Singapore , Flight Time: 5:30,06:26 , Singapore Airlines Boeing 777-200ER Takeoff to Singapore ,386,,,,,
,56619,1655981978, $Q223 , Boeing 777 Singapore - Perth , Flight Time: 5:30,07:23 , Singapore Airlines Boeing 777-200ER Landing from Singapore,443,,,,,
,56646,1655982005, VAG87 , Airbus A330 Melbourne - Perth , Flight Time: 4:05,07:50 , Virgin Australia Airbus A330-200 Landing from Melbourne,470,,,,,
,56716,1655982075, OD152 , Boeing 737 Perth ~ Kuala Lumpur , Flight Time: 5:55,09:00 , Batik Air Boeing 737-800 Takeoff to Kuala Lumpur ,540,,,,,
,56834,1655982193, CZ320 , Airbus A330 Perth - Guangzhou , Flight Time: 9:15,10:58 , China Southern Airlines Airbus A330-300 Takeoff to Guangzhou ,658,,,,,
,56885,1655982244, QF844 , Boeing 737 Darwin - Perth , Flight Time: 3:20,11:50 , Qantas Boeing 737-800 Landing from Darwin ,710,,,,,
,56905,1655982264, D7232 , Airbus A330 Kuala Lumpur - Perth , Flight Time: 5:55,12:10 , AirAsia X Airbus A330-300 Landing from Kuala Lumpur ,730,,,,,
,56932,1655982291, QF1651 , Fokker 100 Karratha - Perth , Flight Time: 1:45,12:37 , Qantas Fokker 100 Landing from Karratha ,757,,,,,
,56953,1655982312, YQ974 , Airbus A520 Adelaide - Perth , Flight Time: 3:10,12:58 , Jetstar Airbus A320-200 Landing from Adelaide ,778,,,,,
,56978,1655982337, OD1S1 , Boeing 737 Kuala Lumpur - Perth , Flight Time: 5:55,13:25 , Malindo Boeing 737-900 Landing from Kuala Lumpur ,805,,,,,
,56998,1655982357, EY486 , Airbus A330 Abu Dhabi - Perth , Flight Time: 9:50,13:41 , Etihad Airways Airbus A330-200 Landing from Abu Dhabi,821,,,,,
,57104,1655982463, TG481 , Boeing 787 Bangkok - Perth , Flight Time: 7:15,15:29 , Thai Airways Boeing 787-8 Landing from Bangkok,929,,,,,
,57128,1655982487, VA9218 , Fokker 100 Boolgeeda - Perth , Flight Time: 1:40,15:52 , Virgin Australia Fokker 100 Landing from Boolgeeda ,952,,,,,
,57144,1655982503, MHi25 , Boeing 737 Kuala Lumpur - Perth , Flight Time: 5:50,16:09 , Malaysia Airlines Boeing 737-800 Landing from Kuala Lumpur ,969,,,,,
,57188,1655982547, SNDL , Airbus A519 Perth - Melbourne , Flight Time: 3:55,16:52 , SkyTraders Airbus A319-100 Takeoff to Melbourne ,1012,,,,,
,57228,1655982587, QQ7qS , Fokker 100 Mount Keith - Perth , Flight Time: 1:05,17:34 , Alliance Airlines Fokker 100 Landing from Mount Keith ,1054,,,,,
,57251,1655982610, JTEV73 , Arvo RJ-100 Meekatharra - Perth , Flight Time: 0:50,17:56 , Cobham RJ-100 Landing from Meekatharra ,1076,,,,,
,57273,1655982632, VALI12 , Alrous A320 Christmas Island - Perth , Flight Time: 3:05,18:17 , Virgin Australia Airbus A320-200 Landing from Christmas Island ,1097,,,,,
,57294,1655982653, VA1858 , Fokker 100 Kalgoorlie - Perth , Flight Time: 1:05,18:39 , Virgin Australia Fokker 100 Landing from Kalgoorlie ,1119,,,,,
,57316,1655982675, QZs534 , Airbus A320 Denpasar - Perth , Flight Time: 3:50,19:00 , AirAsia Airbus A320-200 Landing from Denpasar ,1140,,,,,
,57390,1655982749, SA280 , Airbus A340 Johannesburg - Perth , Flight Time: 9:15,20:14 , South African Airlines Airbus A340-300 Landing from Johannesburg ,1214,,,,,
36,57534,1655982893, CX135 , Boeing 777 Hong kong ~ Melbourne , Flight Time: 7:00,00:00 , Cathay Pacific Boeing 777-300ER Landing from Hong Kong ,0,,,,,
https://youtu.be/Qo1RGT0ljMw,57577,1655982936, EY460 , Boeing 787 Abu Dhabi - Melbourne , Flight Time: 13:30,00:45 , Etihad Airways Boeing 787-9 Landing from Abu Dhabi ,45,,,,,
,57619,1655982978, CZ343 , Airbus A380 Guangzhou - Melbourne , Flight Time: 9:00,01:28 , China Southern Airlines Airbus A380-800 Landing from Guangzhou ,88,,,,,
,57663,1655983022, Al308 , Boeing 787 Delhi - Melbourne , Flight Time: 10:25,02:11 , Air India Boeing 787-8 Landing from Delhi   ,131,,,,,
,57686,1655983045, JQ36 , Boeing 787 Denpasar - Melbourne , Flight Time: 5:00,02:36 , Jetstar Boeing 787-8 Landing from Denpasar ,156,,,,,
,57710,1655983069, CALGGE , Alrous A330 Melbourne - Beijing , Flight Time: 10:45,02:59 , Air China Airbus A330-300 Takeoff to Beijing ,179,,,,,
,57742,1655983101, SQ217 , Airbus A380 Melbourne ~ Singapore , Flight Time: 7:00,03:34 , Singapore Airlines Airbus A380-800 Landing from Singapore  ,214,,,,,
,57889,1655983248, EK409 , Boeing 777 Melbourne - Dubai , Flight Time: 13:10,05:56 , Emirates Boeing 777-300ER Takeoff to Dubai ,356,,,,,
,57989,1655983348, MF804 , Boeing 787 Melbourne - Xiamen , Flight Time: 7:45,07:41 , Xiamen Air Boeing 787-9 Takeoff to Xiamen ,461,,,,,
,58043,1655983402, SQ7293 , Boeing 747F Auckland - Melbourne , Flight Time: 3:30,08:32 , Singapore Airlines Boeing 747-400F Landing from Auckland ,512,,,,,
,58086,1655983445, L524 , Alrous ASSO Gaungzhou - Melbourne , Flight Time: 9:15,09:15 , China Southern Airlines Airbus A350-900 Landing from Guangzhou  ,555,,,,,
,58150,1655983509, UAG8 , Boeing 787 Los Angeles - Melbourne , Flight Time: 13:45,10:19 , United Airlines Boeing 787-9 Landing from Los Angeles ,619,,,,,
,58185,1655983544, QF8o , Airbus A330 Tokyo - Melbourne , Flight Time: 11:45,10:56 , Qantas Airbus A330-300 Landing from Tokyo ,656,,,,,
,58220,1655983579, QFa4 , Airbus A380 Los Angeles - Melbourne , Flight Time: 13:50,11:28 , Qantas Airbus A380-800 Landing from Los Angeles ,688,,,,,
,58264,1655983623, CA177 , Airbus A530 Shanghai - Melbourne , Flight Time: 10:10,12:13 , Air China Airbus A330-200 Landing from Shanghai ,733,,,,,
,58306,1655983665, VN781 , Boeing 787 Ho Chi Minh City - Melbourne , Flight Time: 8:05,12:55 , Vietnam Airlines Boeing 787-9 Landing from Ho Chi Minh City  ,775,,,,,
,58343,1655983702, Ek404 , Airbus A380 Singapore - Melbourne , Flight Time: 7:00,13:35 , Emirates Airbus A380-800 Landing from Singapore ,815,,,,,
,58387,1655983746, MH14@ , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,14:17 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur ,857,,,,,
,58428,1655983787, SQ247 , Airbus A530 Singapore ~ Melbourne , Flight Time: 7:00,15:00 , Singapore Airlines Airbus A330-300 Landing from Singapore ,900,,,,,
,58459,1655983818, SQ7293 , Boeing 747F Melbourne - Singapore , Flight Time: 7:00,15:31 , Singapore Airlines Cargo Boeing 747-400F Takeoff to Singapore ,931,,,,,
,58496,1655983855, CZ344 , Airbus A550 Melbourne - Guangzhou , Flight Time: 4:45,16:05 , China Southern Airlines Airbus A350-900 Takeoff to Guangzhou ,965,,,,,
,58535,1655983894, MU738 , Boeing 787 Melbourne - Shanghai , Flight Time: 10:35,16:44 , Shanghai Airlines Boeing 787-9 Takeoff to Shanghai  ,1004,,,,,
